,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Country,Sex,Occupation,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Myanmar,Female (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,,,,51,,3,
Namibia,Total (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,131,150,161,,153,,200
Namibia,Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,387,423,425,,327,,377
Namibia,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,98,100,110,,124,,131
Namibia,Total (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,623,682,705,,662,,723
Namibia,Total (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,6,9,9,,57,,15
Namibia,Male (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,62,71,73,,70,,89
Namibia,Male (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,211,218,235,,176,,199
Namibia,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,48,46,51,,60,,62
Namibia,Male (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,326,342,365,,344,,360
Namibia,Male (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,5,6,6,,37,,10
Namibia,Female (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,69,79,88,,83,,111
Namibia,Female (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,177,205,190,,151,,178
Namibia,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,50,53,60,,65,,69
Namibia,Female (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,297,341,340,,318,,362
Namibia,Female (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,1,3,3,,19,,5
Namibia,Total (Sex),Skill level 1 (low) (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,152,,,,,,,,
Namibia,Total (Sex),Skill level 2 (medium) (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,345,,,,,,,,
Namibia,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,93,,,,,,,,
Namibia,Total (Sex),Total (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,608,,,,,,,,
Namibia,Total (Sex),Not elsewhere classified (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,18,,,,,,,,
Namibia,Male (Sex),Skill level 1 (low) (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,74,,,,,,,,
Namibia,Male (Sex),Skill level 2 (medium) (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,184,,,,,,,,
Namibia,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,47,,,,,,,,
Namibia,Male (Sex),Total (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,316,,,,,,,,
Namibia,Male (Sex),Not elsewhere classified (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,11,,,,,,,,
Namibia,Female (Sex),Skill level 1 (low) (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,79,,,,,,,,
Namibia,Female (Sex),Skill level 2 (medium) (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,161,,,,,,,,
Namibia,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,46,,,,,,,,
Namibia,Female (Sex),Total (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,292,,,,,,,,
Namibia,Female (Sex),Not elsewhere classified (Skill level),Household income and expenditure survey,Household income/expenditure survey,,,,,7,,,,,,,,
Nauru,Total (Sex),Skill level 1 (low) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nauru,Total (Sex),Skill level 2 (medium) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,2,,,,,
Nauru,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nauru,Total (Sex),Total (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,4,,,,,
Nauru,Total (Sex),Not elsewhere classified (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Male (Sex),Skill level 1 (low) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Male (Sex),Skill level 2 (medium) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nauru,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Male (Sex),Total (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,2,,,,,
Nauru,Male (Sex),Not elsewhere classified (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Female (Sex),Skill level 1 (low) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Female (Sex),Skill level 2 (medium) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nauru,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Female (Sex),Total (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nauru,Female (Sex),Not elsewhere classified (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nepal,Total (Sex),Skill level 1 (low) (Skill level),Nepal Labour Force Survey,Labour force survey,,,1233,,,,,,,,,1439,
Nepal,Total (Sex),Skill level 2 (medium) (Skill level),Nepal Labour Force Survey,Labour force survey,,,9970,,,,,,,,,4646,
Nepal,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Nepal Labour Force Survey,Labour force survey,,,498,,,,,,,,,979,
Nepal,Total (Sex),Total (Skill level),Nepal Labour Force Survey,Labour force survey,,,12163,,,,,,,,,7086,
Nepal,Total (Sex),Not elsewhere classified (Skill level),Nepal Labour Force Survey,Labour force survey,,,461,,,,,,,,,22,
Nepal,Male (Sex),Skill level 1 (low) (Skill level),Nepal Labour Force Survey,Labour force survey,,,667,,,,,,,,,842,
Nepal,Male (Sex),Skill level 2 (medium) (Skill level),Nepal Labour Force Survey,Labour force survey,,,4444,,,,,,,,,2951,
Nepal,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Nepal Labour Force Survey,Labour force survey,,,358,,,,,,,,,633,
Nepal,Male (Sex),Total (Skill level),Nepal Labour Force Survey,Labour force survey,,,5846,,,,,,,,,4446,
Nepal,Male (Sex),Not elsewhere classified (Skill level),Nepal Labour Force Survey,Labour force survey,,,378,,,,,,,,,20,
Nepal,Female (Sex),Skill level 1 (low) (Skill level),Nepal Labour Force Survey,Labour force survey,,,566,,,,,,,,,597,
Nepal,Female (Sex),Skill level 2 (medium) (Skill level),Nepal Labour Force Survey,Labour force survey,,,5526,,,,,,,,,1695,
Nepal,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Nepal Labour Force Survey,Labour force survey,,,141,,,,,,,,,346,
Nepal,Female (Sex),Total (Skill level),Nepal Labour Force Survey,Labour force survey,,,6317,,,,,,,,,2640,
Nepal,Female (Sex),Not elsewhere classified (Skill level),Nepal Labour Force Survey,Labour force survey,,,84,,,,,,,,,2,
Netherlands,Total (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,744,764,763,745,706,657,692,731,732,731,732,760,765
Netherlands,Total (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,3435,3471,3515,3496,3371,3660,3674,3536,3536,3599,3601,3657,3694
Netherlands,Total (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,3649,3814,3962,3992,4052,3828,3846,3861,3835,3874,3978,4029,4193
Netherlands,Total (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,7956,8187,8378,8383,8290,8291,8345,8285,8236,8319,8427,8605,8798
Netherlands,Total (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,128,139,138,151,161,147,134,157,133,115,117,159,146
Netherlands,Male (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,411,420,412,400,382,341,360,388,386,382,386,400,412
Netherlands,Male (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,1902,1902,1900,1869,1785,1901,1915,1844,1874,1916,1922,1958,1964
Netherlands,Male (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,2026,2106,2203,2210,2224,2134,2136,2119,2106,2102,2146,2149,2230
Netherlands,Male (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,4434,4531,4612,4583,4501,4475,4501,4459,4460,4482,4536,4617,4705
Netherlands,Male (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,95,103,98,105,110,99,90,107,94,82,82,110,99
Netherlands,Female (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,333,343,351,345,324,316,332,343,347,349,346,360,354
Netherlands,Female (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,1533,1569,1615,1627,1586,1758,1759,1692,1662,1683,1679,1699,1730
Netherlands,Female (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,1623,1708,1760,1782,1828,1695,1709,1742,1729,1772,1832,1879,1962
Netherlands,Female (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,3523,3655,3766,3800,3789,3816,3844,3827,3776,3836,3891,3987,4093
Netherlands,Female (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,33,35,39,45,51,47,44,49,39,33,34,49,48
Netherlands Antilles,Total (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,7,7,,,,,,,,,,,
Netherlands Antilles,Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,25,26,,,,,,,,,,,
Netherlands Antilles,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,19,20,,,,,,,,,,,
Netherlands Antilles,Total (Sex),Total (Skill level),Labour force survey,Labour force survey,52,54,,,,,,,,,,,
Netherlands Antilles,Total (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,0,0,,,,,,,,,,,
Netherlands Antilles,Male (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,3,3,,,,,,,,,,,
Netherlands Antilles,Male (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,13,13,,,,,,,,,,,
Netherlands Antilles,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,10,10,,,,,,,,,,,
Netherlands Antilles,Male (Sex),Total (Skill level),Labour force survey,Labour force survey,26,26,,,,,,,,,,,
Netherlands Antilles,Male (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,0,0,,,,,,,,,,,
Netherlands Antilles,Female (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,4,4,,,,,,,,,,,
Netherlands Antilles,Female (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,12,13,,,,,,,,,,,
Netherlands Antilles,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,9,10,,,,,,,,,,,
Netherlands Antilles,Female (Sex),Total (Skill level),Labour force survey,Labour force survey,26,27,,,,,,,,,,,
New Caledonia,Total (Sex),Skill level 2 (medium) (Skill level),Population Census,Population census,,,,,,,,,3,,,,
New Caledonia,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Population Census,Population census,,,,,,,,,26,,,,
New Caledonia,Total (Sex),Total (Skill level),Population Census,Population census,,,,,,,,,112,,,,
New Caledonia,Total (Sex),Not elsewhere classified (Skill level),Population Census,Population census,,,,,,,,,84,,,,
New Caledonia,Male (Sex),Skill level 2 (medium) (Skill level),Population Census,Population census,,,,,,,,,1,,,,
New Caledonia,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Population Census,Population census,,,,,,,,,12,,,,
New Caledonia,Male (Sex),Total (Skill level),Population Census,Population census,,,,,,,,,61,,,,
New Caledonia,Male (Sex),Not elsewhere classified (Skill level),Population Census,Population census,,,,,,,,,48,,,,
New Caledonia,Female (Sex),Skill level 2 (medium) (Skill level),Population Census,Population census,,,,,,,,,1,,,,
New Caledonia,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Population Census,Population census,,,,,,,,,13,,,,
New Caledonia,Female (Sex),Total (Skill level),Population Census,Population census,,,,,,,,,51,,,,
New Caledonia,Female (Sex),Not elsewhere classified (Skill level),Population Census,Population census,,,,,,,,,36,,,,
New Zealand,Total (Sex),Skill level 1 (low) (Skill level),Household Labour Force Survey,Labour force survey,125,120,122,,,,,,,,,,
New Zealand,Total (Sex),Skill level 2 (medium) (Skill level),Household Labour Force Survey,Labour force survey,1130,1150,1117,,,,,,,,,,
New Zealand,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Household Labour Force Survey,Labour force survey,871,898,939,,,,,,,,,,
New Zealand,Total (Sex),Total (Skill level),Household Labour Force Survey,Labour force survey,2135,2175,2188,,,,,,,,,,
New Zealand,Total (Sex),Not elsewhere classified (Skill level),Household Labour Force Survey,Labour force survey,9,6,10,,,,,,,,,,
New Zealand,Male (Sex),Skill level 1 (low) (Skill level),Household Labour Force Survey,Labour force survey,76,73,74,,,,,,,,,,
New Zealand,Male (Sex),Skill level 2 (medium) (Skill level),Household Labour Force Survey,Labour force survey,621,641,621,,,,,,,,,,
New Zealand,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Household Labour Force Survey,Labour force survey,445,448,465,,,,,,,,,,
New Zealand,Male (Sex),Total (Skill level),Household Labour Force Survey,Labour force survey,1146,1165,1165,,,,,,,,,,
New Zealand,Male (Sex),Not elsewhere classified (Skill level),Household Labour Force Survey,Labour force survey,5,3,6,,,,,,,,,,
New Zealand,Female (Sex),Skill level 1 (low) (Skill level),Household Labour Force Survey,Labour force survey,49,47,48,,,,,,,,,,
New Zealand,Female (Sex),Skill level 2 (medium) (Skill level),Household Labour Force Survey,Labour force survey,509,509,496,,,,,,,,,,
New Zealand,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Household Labour Force Survey,Labour force survey,426,450,475,,,,,,,,,,
New Zealand,Female (Sex),Total (Skill level),Household Labour Force Survey,Labour force survey,988,1010,1023,,,,,,,,,,
New Zealand,Female (Sex),Not elsewhere classified (Skill level),Household Labour Force Survey,Labour force survey,4,3,4,,,,,,,,,,
Nicaragua,Total (Sex),Skill level 1 (low) (Skill level),Continous Household Survey,Labour force survey,652,,,,,,1031,,,,,,
Nicaragua,Total (Sex),Skill level 2 (medium) (Skill level),Continous Household Survey,Labour force survey,1125,,,,,,1516,,,,,,
Nicaragua,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Continous Household Survey,Labour force survey,310,,,,,,363,,,,,,
Nicaragua,Total (Sex),Total (Skill level),Continous Household Survey,Labour force survey,2090,,,,,,2917,,,,,,
Nicaragua,Total (Sex),Not elsewhere classified (Skill level),Continous Household Survey,Labour force survey,3,,,,,,7,,,,,,
Nicaragua,Male (Sex),Skill level 1 (low) (Skill level),Continous Household Survey,Labour force survey,447,,,,,,604,,,,,,
Nicaragua,Male (Sex),Skill level 2 (medium) (Skill level),Continous Household Survey,Labour force survey,698,,,,,,823,,,,,,
Nicaragua,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Continous Household Survey,Labour force survey,156,,,,,,184,,,,,,
Nicaragua,Male (Sex),Total (Skill level),Continous Household Survey,Labour force survey,1303,,,,,,1617,,,,,,
