"Downloaded on TUE, 21 MAY 2019 13:18 +0200 from ILOSTAT",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Dataset:,Annual data,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Country,Sex,Status in employment,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mozambique,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,6,,,
Mozambique,Total (Sex),5. Contributing family workers (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,2060,,,
Mozambique,Total (Sex),6. Workers not classifiable by status (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,253,,,
Mozambique,Total (Sex),Total (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,9831,,,
Mozambique,Male (Sex),1. Employees (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1030,,,
Mozambique,Male (Sex),2. Employers (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,156,,,
Mozambique,Male (Sex),3. Own-account workers (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,2725,,,
Mozambique,Male (Sex),4. Members of producers' cooperatives (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4,,,
Mozambique,Male (Sex),5. Contributing family workers (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,629,,,
Mozambique,Male (Sex),6. Workers not classifiable by status (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,116,,,
Mozambique,Male (Sex),Total (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4660,,,
Mozambique,Female (Sex),1. Employees (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,276,,,
Mozambique,Female (Sex),2. Employers (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,72,,,
Mozambique,Female (Sex),3. Own-account workers (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,3254,,,
Mozambique,Female (Sex),4. Members of producers' cooperatives (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,,,,
Mozambique,Female (Sex),5. Contributing family workers (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1431,,,
Mozambique,Female (Sex),6. Workers not classifiable by status (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,137,,,
Mozambique,Female (Sex),Total (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,5171,,,
Myanmar,Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,8390,,8068,
Myanmar,Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,829,,643,
Myanmar,Total (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,10004,,7763,
Myanmar,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,3,,,
Myanmar,Total (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,2565,,5469,
Myanmar,Total (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,21791,,21942,
Myanmar,Male (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,4888,,4644,
Myanmar,Male (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,658,,517,
Myanmar,Male (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,5890,,5423,
Myanmar,Male (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,3,,,
Myanmar,Male (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,953,,2110,
Myanmar,Male (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,12391,,12694,
Myanmar,Female (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,3503,,3424,
Myanmar,Female (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,171,,126,
Myanmar,Female (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,4114,,2340,
Myanmar,Female (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,1,,,
Myanmar,Female (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,1612,,3359,
Myanmar,Female (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,9400,,9249,
Namibia,Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,270,,,,393,433,463,,462,,451
Namibia,Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,16,,,,30,22,26,,30,,46
Namibia,Total (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,41,,,,162,193,169,,140,,193
Namibia,Total (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,4,,,,36,31,43,,26,,33
Namibia,Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,2,,,,3,3,4,,4,,
Namibia,Total (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,331,,,,623,682,705,,662,,723
Namibia,Male (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,153,,,,226,247,265,,257,,244
Namibia,Male (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,11,,,,19,14,17,,20,,29
Namibia,Male (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,19,,,,63,67,63,,55,,74
Namibia,Male (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,2,,,,15,13,18,,9,,13
Namibia,Male (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,1,,,,2,2,2,,3,,
Namibia,Male (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,186,,,,326,342,365,,344,,360
Namibia,Female (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,117,,,,166,186,198,,205,,207
Namibia,Female (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,4,,,,10,8,9,,10,,17
Namibia,Female (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,22,,,,99,126,107,,86,,119
Namibia,Female (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,2,,,,21,18,25,,16,,20
Namibia,Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,1,,,,1,2,2,,2,,
Namibia,Female (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,145,,,,297,341,340,,318,,362
Namibia,Total (Sex),1. Employees (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,388,,,,,,,,
Namibia,Total (Sex),2. Employers (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,4,,,,,,,,
Namibia,Total (Sex),3. Own-account workers (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,198,,,,,,,,
Namibia,Total (Sex),5. Contributing family workers (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,15,,,,,,,,
Namibia,Total (Sex),6. Workers not classifiable by status (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,2,,,,,,,,
Namibia,Total (Sex),Total (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,608,,,,,,,,
Namibia,Male (Sex),1. Employees (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,222,,,,,,,,
Namibia,Male (Sex),2. Employers (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,3,,,,,,,,
Namibia,Male (Sex),3. Own-account workers (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,83,,,,,,,,
Namibia,Male (Sex),5. Contributing family workers (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,7,,,,,,,,
Namibia,Male (Sex),6. Workers not classifiable by status (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,1,,,,,,,,
Namibia,Male (Sex),Total (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,316,,,,,,,,
Namibia,Female (Sex),1. Employees (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,166,,,,,,,,
Namibia,Female (Sex),2. Employers (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,1,,,,,,,,
Namibia,Female (Sex),3. Own-account workers (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,116,,,,,,,,
Namibia,Female (Sex),5. Contributing family workers (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,9,,,,,,,,
Namibia,Female (Sex),6. Workers not classifiable by status (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,1,,,,,,,,
Namibia,Female (Sex),Total (ICSE-93),Household income and expenditure survey,Household income/expenditure survey,,,,,292,,,,,,,,
Nauru,Total (Sex),1. Employees (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,3,,,,,
Nauru,Total (Sex),2. Employers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Total (Sex),3. Own-account workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Total (Sex),5. Contributing family workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Total (Sex),6. Workers not classifiable by status (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Total (Sex),Total (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,4,,,,,
Nauru,Male (Sex),1. Employees (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,2,,,,,
Nauru,Male (Sex),2. Employers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Male (Sex),3. Own-account workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Male (Sex),5. Contributing family workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Male (Sex),6. Workers not classifiable by status (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Male (Sex),Total (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,2,,,,,
Nauru,Female (Sex),1. Employees (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nauru,Female (Sex),2. Employers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Female (Sex),3. Own-account workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Female (Sex),5. Contributing family workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Female (Sex),6. Workers not classifiable by status (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Female (Sex),Total (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nepal,Total (Sex),1. Employees (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,1963,,,,,,,,,3818,
Nepal,Total (Sex),2. Employers (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,114,,,,,,,,,631,
Nepal,Total (Sex),3. Own-account workers (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,4225,,,,,,,,,1658,
Nepal,Total (Sex),5. Contributing family workers (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,5387,,,,,,,,,956,
Nepal,Total (Sex),6. Workers not classifiable by status (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,473,,,,,,,,,23,
Nepal,Total (Sex),Total (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,12163,,,,,,,,,7086,
Nepal,Male (Sex),1. Employees (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,1452,,,,,,,,,2732,
Nepal,Male (Sex),2. Employers (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,95,,,,,,,,,469,
Nepal,Male (Sex),3. Own-account workers (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,2563,,,,,,,,,976,
Nepal,Male (Sex),5. Contributing family workers (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,1354,,,,,,,,,256,
Nepal,Male (Sex),6. Workers not classifiable by status (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,383,,,,,,,,,14,
Nepal,Male (Sex),Total (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,5846,,,,,,,,,4446,
Nepal,Female (Sex),1. Employees (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,511,,,,,,,,,1086,
Nepal,Female (Sex),2. Employers (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,20,,,,,,,,,162,
Nepal,Female (Sex),3. Own-account workers (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,1662,,,,,,,,,682,
Nepal,Female (Sex),5. Contributing family workers (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,4034,,,,,,,,,700,
Nepal,Female (Sex),6. Workers not classifiable by status (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,90,,,,,,,,,10,
Nepal,Female (Sex),Total (ICSE-93),Nepal Labour Force Survey,Labour force survey,,,6317,,,,,,,,,2640,
Netherlands,Total (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,6850,7032,7175,7140,7038,7035,7063,6955,6868,6918,7010,7165,7329
Netherlands,Total (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,327,333,333,331,324,322,321,320,326,319,339,342,351
Netherlands,Total (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,733,774,829,869,875,883,915,968,1002,1036,1040,1069,1088
Netherlands,Total (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,45,47,41,44,51,52,46,42,41,47,38,29,30
Netherlands,Total (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,2,,,,,0,0,,0,0,0,
Netherlands,Total (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,7956,8187,8378,8383,8290,8291,8345,8285,8236,8319,8427,8605,8798
Netherlands,Male (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,3707,3768,3824,3778,3684,3660,3668,3597,3570,3594,3635,3705,3775
Netherlands,Male (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,250,256,258,253,251,245,243,243,248,238,251,249,261
Netherlands,Male (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,467,495,521,542,554,558,576,608,632,637,640,656,662
Netherlands,Male (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,9,12,9,10,11,13,14,12,10,14,10,7,7
Netherlands,Male (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,,,,0,,0,0,,
Netherlands,Male (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,4434,4531,4612,4583,4501,4475,4501,4459,4460,4482,4536,4617,4705
Netherlands,Female (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,3143,3263,3352,3362,3354,3375,3395,3358,3298,3324,3376,3460,3555
Netherlands,Female (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,77,77,75,78,73,77,78,78,78,81,88,93,90
Netherlands,Female (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,266,279,308,327,321,325,339,360,370,399,400,413,426
Netherlands,Female (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,36,35,31,33,40,39,33,30,31,33,28,21,22
Netherlands,Female (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,,,0,,0,0,0,,
Netherlands,Female (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,3523,3655,3766,3800,3789,3816,3844,3827,3776,3836,3891,3987,4093
Netherlands Antilles,Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,40,41,,46,,48,,,,,,,
Netherlands Antilles,Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,7,6,,2,,2,,,,,,,
Netherlands Antilles,Total (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,5,6,,10,,11,,,,,,,
Netherlands Antilles,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,,,,0,,,,,,,,,
Netherlands Antilles,Total (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,0,0,,0,,0,,,,,,,
