,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Country,Sex,Age,Education,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Myanmar,Total (Sex),15-24 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,2,,306,
Myanmar,Total (Sex),15-24 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,3524,,2853,
Myanmar,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,249,,536,
Myanmar,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,1044,,522,
Myanmar,Total (Sex),15-24 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,4820,,4217,
Myanmar,Total (Sex),15-24 (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,1,,,
Myanmar,Total (Sex),15-64 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,35,,1966,
Myanmar,Total (Sex),15-64 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,13588,,13170,
Myanmar,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,1547,,1848,
Myanmar,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,6136,,4526,
Myanmar,Total (Sex),15-64 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,21309,,21512,
Myanmar,Total (Sex),15+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,35,,1981,
Myanmar,Total (Sex),15+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,13806,,13357,
Myanmar,Total (Sex),15+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,1560,,1863,
Myanmar,Total (Sex),15+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,6388,,4740,
Myanmar,Total (Sex),15+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,21791,,21942,
Myanmar,Total (Sex),15+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,3,,,
Myanmar,Total (Sex),25+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,33,,1675,
Myanmar,Total (Sex),25+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,10282,,10504,
Myanmar,Total (Sex),25+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,1311,,1327,
Myanmar,Total (Sex),25+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,5344,,4218,
Myanmar,Total (Sex),25+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,16971,,17726,
Myanmar,Total (Sex),25+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,2,,,
Myanmar,Male (Sex),15-24 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,,,103,
Myanmar,Male (Sex),15-24 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,1914,,1632,
Myanmar,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,85,,285,
Myanmar,Male (Sex),15-24 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,572,,312,
Myanmar,Male (Sex),15-24 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,2572,,2332,
Myanmar,Male (Sex),15-24 (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,1,,,
Myanmar,Male (Sex),15-64 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,,,821,
Myanmar,Male (Sex),15-64 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,8108,,7836,
Myanmar,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,659,,1135,
Myanmar,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,3298,,2610,
Myanmar,Male (Sex),15-64 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,12078,,12401,
Myanmar,Male (Sex),15+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,11,,832,
Myanmar,Male (Sex),15+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,8271,,7967,
Myanmar,Male (Sex),15+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,669,,1146,
Myanmar,Male (Sex),15+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,3439,,2748,
Myanmar,Male (Sex),15+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,12391,,12694,
Myanmar,Male (Sex),15+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,2,,,
Myanmar,Male (Sex),25+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,11,,729,
Myanmar,Male (Sex),25+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,6357,,6335,
Myanmar,Male (Sex),25+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,584,,861,
Myanmar,Male (Sex),25+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,2867,,2436,
Myanmar,Male (Sex),25+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,9820,,10361,
Myanmar,Male (Sex),25+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,1,,,
Myanmar,Female (Sex),15-24 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,2,,203,
Myanmar,Female (Sex),15-24 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,1610,,1221,
Myanmar,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,164,,250,
Myanmar,Female (Sex),15-24 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,472,,210,
Myanmar,Female (Sex),15-24 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,2248,,1884,
Myanmar,Female (Sex),15-24 (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,0,,,
Myanmar,Female (Sex),15-64 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,23,,1146,
Myanmar,Female (Sex),15-64 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,5480,,5334,
Myanmar,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,888,,714,
Myanmar,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,2838,,1916,
Myanmar,Female (Sex),15-64 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,9231,,9111,
Myanmar,Female (Sex),15+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,24,,1150,
Myanmar,Female (Sex),15+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,5535,,5390,
Myanmar,Female (Sex),15+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,891,,716,
Myanmar,Female (Sex),15+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,2949,,1991,
Myanmar,Female (Sex),15+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,9400,,9249,
Myanmar,Female (Sex),15+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,1,,,
Myanmar,Female (Sex),25+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,22,,946,
Myanmar,Female (Sex),25+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,3925,,4169,
Myanmar,Female (Sex),25+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,727,,466,
Myanmar,Female (Sex),25+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,2477,,1782,
Myanmar,Female (Sex),25+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,7152,,7364,
Myanmar,Female (Sex),25+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,,,,1,,,
Namibia,Total (Sex),15-24 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,3,3,3,,8,,3
Namibia,Total (Sex),15-24 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,65,62,67,,43,,19
Namibia,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,1,2,0,,18,,52
Namibia,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,20,19,24,,9,,12
Namibia,Total (Sex),15-24 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,90,87,94,,88,,87
Namibia,Total (Sex),15-24 (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,2,0,1,,9,,0
Namibia,Total (Sex),15-64 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,51,60,57,,92,,89
Namibia,Total (Sex),15-64 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,376,394,430,,258,,131
Namibia,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,8,10,7,,126,,386
Namibia,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,142,170,167,,82,,63
Namibia,Total (Sex),15-64 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,586,636,669,,633,,682
Namibia,Total (Sex),15-64 (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,9,3,8,,75,,14
Namibia,Total (Sex),15+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,52,61,57,,93,,90
Namibia,Total (Sex),15+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,384,402,438,,262,,145
Namibia,Total (Sex),15+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,8,10,8,,127,,392
Namibia,Total (Sex),15+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,168,205,193,,92,,78
Namibia,Total (Sex),15+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,623,682,705,,662,,723
Namibia,Total (Sex),15+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,11,4,9,,89,,18
Namibia,Total (Sex),25+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,49,58,55,,85,,88
Namibia,Total (Sex),25+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,319,340,372,,218,,126
Namibia,Total (Sex),25+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,7,8,7,,108,,339
Namibia,Total (Sex),25+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,148,187,170,,83,,66
Namibia,Total (Sex),25+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,533,596,611,,574,,636
Namibia,Total (Sex),25+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,10,3,8,,79,,18
Namibia,Male (Sex),15-24 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,1,1,1,,3,,1
Namibia,Male (Sex),15-24 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,36,32,34,,25,,11
Namibia,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,0,1,,,9,,25
Namibia,Male (Sex),15-24 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,14,13,16,,7,,9
Namibia,Male (Sex),15-24 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,52,47,52,,51,,47
Namibia,Male (Sex),15-24 (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,1,,0,,7,,0
Namibia,Male (Sex),15-64 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,27,29,28,,44,,41
Namibia,Male (Sex),15-64 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,191,192,216,,128,,68
Namibia,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,3,4,2,,63,,186
Namibia,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,81,94,99,,47,,40
Namibia,Male (Sex),15-64 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,308,322,350,,329,,342
Namibia,Male (Sex),15-64 (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,6,2,5,,46,,8
Namibia,Male (Sex),15+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,28,30,28,,45,,42
Namibia,Male (Sex),15+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,194,196,220,,130,,74
Namibia,Male (Sex),15+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,3,5,3,,64,,189
Namibia,Male (Sex),15+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,93,108,110,,52,,47
Namibia,Male (Sex),15+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,326,342,365,,344,,360
Namibia,Male (Sex),15+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,7,2,5,,52,,9
Namibia,Male (Sex),25+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,27,29,27,,42,,40
Namibia,Male (Sex),25+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,159,164,185,,105,,63
Namibia,Male (Sex),25+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,3,4,2,,55,,164
Namibia,Male (Sex),25+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,79,96,93,,45,,38
Namibia,Male (Sex),25+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,274,294,313,,292,,313
Namibia,Male (Sex),25+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,6,2,5,,46,,9
Namibia,Female (Sex),15-24 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,2,2,2,,4,,2
Namibia,Female (Sex),15-24 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,29,30,32,,18,,7
Namibia,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,0,1,,,9,,27
Namibia,Female (Sex),15-24 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,6,6,7,,2,,3
Namibia,Female (Sex),15-24 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,38,39,42,,37,,39
Namibia,Female (Sex),15-24 (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,0,,0,,3,,
Namibia,Female (Sex),15-64 (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,24,31,29,,47,,48
Namibia,Female (Sex),15-64 (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,185,202,214,,130,,63
Namibia,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,5,5,5,,62,,200
Namibia,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,61,76,68,,35,,23
Namibia,Female (Sex),15-64 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,278,314,319,,304,,340
Namibia,Female (Sex),15-64 (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,3,1,3,,29,,6
Namibia,Female (Sex),15+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,24,31,30,,48,,49
Namibia,Female (Sex),15+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,189,206,219,,131,,71
Namibia,Female (Sex),15+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,5,5,5,,63,,203
Namibia,Female (Sex),15+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,75,97,84,,40,,31
Namibia,Female (Sex),15+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,297,341,340,,318,,362
Namibia,Female (Sex),15+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,4,2,3,,36,,9
Namibia,Female (Sex),25+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,,,,,22,29,28,,44,,47
Namibia,Female (Sex),25+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,160,176,186,,113,,63
Namibia,Female (Sex),25+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,,,,,4,4,5,,54,,176
Namibia,Female (Sex),25+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,,,,,69,91,76,,38,,28
Namibia,Female (Sex),25+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,,,,,259,301,298,,282,,323
Namibia,Female (Sex),25+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,,,,,4,1,3,,33,,9
Nauru,Total (Sex),15-24 (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,,,
Nauru,Total (Sex),15-24 (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
