,,,,,,,,,,,,,,,,,
Country,Sex,Age,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Nicaragua,Male (Sex),15-24 (Age),Continous Household Survey,Labour force survey,,,,,,,497,,,,,,
Nicaragua,Male (Sex),15-64 (Age),Continous Household Survey,Labour force survey,,,,,,,1525,,,,,,
Nicaragua,Male (Sex),15+ (Age),Continous Household Survey,Labour force survey,1303,1307,,,,,1617,1712,,,,,
Nicaragua,Male (Sex),25+ (Age),Continous Household Survey,Labour force survey,,,,,,,1121,,,,,,
Nicaragua,Female (Sex),15-24 (Age),Continous Household Survey,Labour force survey,,,,,,,316,,,,,,
Nicaragua,Female (Sex),15-64 (Age),Continous Household Survey,Labour force survey,,,,,,,1236,,,,,,
Nicaragua,Female (Sex),15+ (Age),Continous Household Survey,Labour force survey,786,772,,,,,1300,1347,,,,,
Nicaragua,Female (Sex),25+ (Age),Continous Household Survey,Labour force survey,,,,,,,984,,,,,,
Nicaragua,Total (Sex),15-24 (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,617,,,,
Nicaragua,Total (Sex),15-64 (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,2546,,,,
Nicaragua,Total (Sex),15+ (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,2669,,,,
Nicaragua,Total (Sex),25+ (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,2052,,,,
Nicaragua,Male (Sex),15-24 (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,430,,,,
Nicaragua,Male (Sex),15-64 (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,1562,,,,
Nicaragua,Male (Sex),15+ (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,1653,,,,
Nicaragua,Male (Sex),25+ (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,1223,,,,
Nicaragua,Female (Sex),15-24 (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,187,,,,
Nicaragua,Female (Sex),15-64 (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,984,,,,
Nicaragua,Female (Sex),15+ (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,1016,,,,
Nicaragua,Female (Sex),25+ (Age),National Household Survey on Measuring Living Conditions,Household income/expenditure survey,,,,,,,,,829,,,,
Niger,Total (Sex),15-24 (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,1741,,,1408,,,,
Niger,Total (Sex),15-64 (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,5852,,,5910,,,,
Niger,Total (Sex),15+ (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,6120,,,6218,,,,
Niger,Total (Sex),25+ (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,4379,,,4811,,,,
Niger,Male (Sex),15-24 (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,944,,,825,,,,
Niger,Male (Sex),15-64 (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,3127,,,3123,,,,
Niger,Male (Sex),15+ (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,3312,,,3343,,,,
Niger,Male (Sex),25+ (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,2368,,,2518,,,,
Niger,Female (Sex),15-24 (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,796,,,583,,,,
Niger,Female (Sex),15-64 (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,2725,,,2788,,,,
Niger,Female (Sex),15+ (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,2808,,,2875,,,,
Niger,Female (Sex),25+ (Age),National Survey on Household Living Conditions,Household income/expenditure survey,,,,,,2011,,,2292,,,,
Nigeria,Total (Sex),15-24 (Age),Unemployment / Under-employment watch,Labour force survey,,,,,,,,,12854,13446,14165,,
Nigeria,Total (Sex),15+ (Age),Unemployment / Under-employment watch,Labour force survey,,,,,,,,,68991,71849,74397,,
Nigeria,Total (Sex),25+ (Age),Unemployment / Under-employment watch,Labour force survey,,,,,,,,,56137,58403,60233,,
Nigeria,Male (Sex),15+ (Age),Unemployment / Under-employment watch,Labour force survey,,,,,,,,,36136,37600,38446,,
Nigeria,Female (Sex),15+ (Age),Unemployment / Under-employment watch,Labour force survey,,,,,,,,,32856,34250,35950,,
Nigeria,Total (Sex),15-24 (Age),General Household Survey,Other household survey,,,,,,8266,,7529,,,8435,,
Nigeria,Total (Sex),15-64 (Age),General Household Survey,Other household survey,,,,,,50205,,53120,,,47264,,
Nigeria,Total (Sex),15+ (Age),General Household Survey,Other household survey,,,,,,54797,,58475,,,50380,,
Nigeria,Total (Sex),25+ (Age),General Household Survey,Other household survey,,,,,,46531,,50947,,,41944,,
Nigeria,Male (Sex),15-24 (Age),General Household Survey,Other household survey,,,,,,4467,,4352,,,4797,,
Nigeria,Male (Sex),15-64 (Age),General Household Survey,Other household survey,,,,,,25158,,26664,,,23945,,
Nigeria,Male (Sex),15+ (Age),General Household Survey,Other household survey,,,,,,27951,,29753,,,25728,,
Nigeria,Male (Sex),25+ (Age),General Household Survey,Other household survey,,,,,,23484,,25402,,,20931,,
Nigeria,Female (Sex),15-24 (Age),General Household Survey,Other household survey,,,,,,3798,,3177,,,3638,,
Nigeria,Female (Sex),15-64 (Age),General Household Survey,Other household survey,,,,,,25047,,26456,,,23319,,
Nigeria,Female (Sex),15+ (Age),General Household Survey,Other household survey,,,,,,26845,,28722,,,24652,,
Nigeria,Female (Sex),25+ (Age),General Household Survey,Other household survey,,,,,,23047,,25545,,,21014,,
North Macedonia,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,47,49,51,51,49,45,47,48,45,49,44,47,45
North Macedonia,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,563,583,602,623,630,639,643,673,685,697,714,733,748
North Macedonia,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,570,590,609,630,638,645,651,679,690,706,724,741,759
North Macedonia,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,524,541,558,579,589,600,604,631,646,657,679,694,714
North Macedonia,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,29,31,32,34,32,29,28,29,29,29,29,31,29
North Macedonia,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,347,354,369,385,387,385,389,404,416,419,433,446,451
North Macedonia,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,352,359,373,389,392,389,393,408,420,424,440,450,459
North Macedonia,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,323,328,342,355,360,360,365,379,391,395,411,419,430
North Macedonia,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,18,18,19,17,17,17,19,19,16,19,16,16,16
North Macedonia,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,216,229,233,238,243,254,255,269,269,279,281,288,297
North Macedonia,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,218,231,236,241,246,256,257,271,271,282,284,290,301
North Macedonia,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,200,213,217,224,228,240,239,252,255,263,268,275,285
North Macedonia,Total (Sex),15-24 (Age),School to work transition survey,Other household survey,,,,,,,39,,50,,,,
North Macedonia,Total (Sex),15+ (Age),School to work transition survey,Other household survey,,,,,,,107,,160,,,,
North Macedonia,Total (Sex),25+ (Age),School to work transition survey,Other household survey,,,,,,,68,,111,,,,
North Macedonia,Male (Sex),15-24 (Age),School to work transition survey,Other household survey,,,,,,,15,,28,,,,
North Macedonia,Male (Sex),15+ (Age),School to work transition survey,Other household survey,,,,,,,44,,91,,,,
North Macedonia,Male (Sex),25+ (Age),School to work transition survey,Other household survey,,,,,,,29,,62,,,,
North Macedonia,Female (Sex),15-24 (Age),School to work transition survey,Other household survey,,,,,,,24,,21,,,,
North Macedonia,Female (Sex),15+ (Age),School to work transition survey,Other household survey,,,,,,,63,,70,,,,
North Macedonia,Female (Sex),25+ (Age),School to work transition survey,Other household survey,,,,,,,39,,49,,,,
Northern Mariana Islands,Total (Sex),15+ (Age),Population Census,Population census,,,,,25,,,,,,,,
Northern Mariana Islands,Male (Sex),15+ (Age),Population Census,Population census,,,,,14,,,,,,,,
Northern Mariana Islands,Female (Sex),15+ (Age),Population Census,Population census,,,,,11,,,,,,,,
Norway,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,300,319,343,321,323,326,342,341,330,332,319,317,321
Norway,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,2308,2383,2457,2437,2432,2460,2506,2520,2537,2545,2545,2550,2587
Norway,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,2353,2434,2514,2499,2501,2536,2585,2602,2627,2641,2638,2644,2686
Norway,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,2053,2116,2171,2178,2178,2209,2244,2261,2296,2309,2319,2327,2365
Norway,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,150,156,171,158,161,163,170,168,162,167,159,160,163
Norway,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,1215,1251,1290,1273,1272,1286,1314,1321,1328,1334,1328,1333,1361
Norway,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,1243,1281,1323,1309,1315,1332,1362,1371,1384,1395,1387,1392,1421
Norway,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,1093,1125,1152,1151,1154,1169,1193,1203,1221,1228,1229,1232,1258
Norway,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,150,162,172,164,162,163,172,173,168,166,161,157,158
Norway,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,1093,1132,1167,1165,1159,1174,1191,1198,1209,1210,1217,1217,1226
Norway,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,1110,1153,1191,1190,1186,1204,1223,1230,1243,1246,1251,1252,1265
Norway,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,960,990,1019,1027,1024,1040,1051,1057,1075,1080,1090,1095,1107
Occupied Palestinian Territory,Total (Sex),15-24 (Age),Palestinian labour force survey,Labour force survey,122,132,125,134,132,157,159,155,163,182,183,179,175
Occupied Palestinian Territory,Total (Sex),15-64 (Age),Palestinian labour force survey,Labour force survey,624,678,655,704,729,816,831,854,877,917,930,940,945
Occupied Palestinian Territory,Total (Sex),15+ (Age),Palestinian labour force survey,Labour force survey,636,690,666,715,739,828,845,866,892,929,940,949,956
Occupied Palestinian Territory,Total (Sex),25+ (Age),Palestinian labour force survey,Labour force survey,514,559,541,581,607,671,686,711,729,747,757,769,781
Occupied Palestinian Territory,Male (Sex),15-24 (Age),Palestinian labour force survey,Labour force survey,106,114,107,114,115,138,144,142,146,161,163,162,160
Occupied Palestinian Territory,Male (Sex),15-64 (Age),Palestinian labour force survey,Labour force survey,510,548,530,577,604,675,688,712,722,761,783,799,799
Occupied Palestinian Territory,Male (Sex),15+ (Age),Palestinian labour force survey,Labour force survey,520,557,539,586,613,685,699,722,734,771,792,807,807
Occupied Palestinian Territory,Male (Sex),25+ (Age),Palestinian labour force survey,Labour force survey,414,443,433,472,498,546,555,580,588,610,628,645,647
Occupied Palestinian Territory,Female (Sex),15-24 (Age),Palestinian labour force survey,Labour force survey,16,18,18,20,17,19,15,13,17,21,20,18,15
Occupied Palestinian Territory,Female (Sex),15-64 (Age),Palestinian labour force survey,Labour force survey,114,130,124,127,124,141,143,142,155,156,147,141,147
Occupied Palestinian Territory,Female (Sex),15+ (Age),Palestinian labour force survey,Labour force survey,116,133,127,129,126,143,146,144,158,157,148,142,148
Occupied Palestinian Territory,Female (Sex),25+ (Age),Palestinian labour force survey,Labour force survey,100,115,109,109,109,125,131,131,141,137,129,124,134
Oman,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,235,,
Oman,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,2321,,
Oman,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,2330,,
Oman,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,2095,,
Oman,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,209,,
Oman,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,2066,,
Oman,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,2074,,
Oman,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,1865,,
Oman,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,26,,
Oman,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,255,,
Oman,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,256,,
Oman,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,231,,
Oman,Total (Sex),15-24 (Age),General Census of Population Housing & Establishment,Population census,,,146,,156,,,,,,167,,
Oman,Total (Sex),15-64 (Age),General Census of Population Housing & Establishment,Population census,,,1203,,1091,,,,,,1912,,
Oman,Total (Sex),15+ (Age),General Census of Population Housing & Establishment,Population census,,,1209,,1099,,,,,,1918,,
Oman,Total (Sex),25+ (Age),General Census of Population Housing & Establishment,Population census,,,1063,,943,,,,,,1751,,
Oman,Male (Sex),15-24 (Age),General Census of Population Housing & Establishment,Population census,,,112,,128,,,,,,147,,
Oman,Male (Sex),15-64 (Age),General Census of Population Housing & Establishment,Population census,,,1023,,905,,,,,,1575,,
Oman,Male (Sex),15+ (Age),General Census of Population Housing & Establishment,Population census,,,1029,,912,,,,,,1580,,
Oman,Male (Sex),25+ (Age),General Census of Population Housing & Establishment,Population census,,,917,,784,,,,,,1434,,
Oman,Female (Sex),15-24 (Age),General Census of Population Housing & Establishment,Population census,,,34,,27,,,,,,20,,
Oman,Female (Sex),15-64 (Age),General Census of Population Housing & Establishment,Population census,,,180,,186,,,,,,337,,
Oman,Female (Sex),15+ (Age),General Census of Population Housing & Establishment,Population census,,,180,,187,,,,,,338,,
Oman,Female (Sex),25+ (Age),General Census of Population Housing & Establishment,Population census,,,146,,159,,,,,,317,,
Pakistan,Total (Sex),15-24 (Age),Labour Force Survey,Labour force survey,13198,13082,13272,13725,13979,14112,,14592,14418,14192,,,14724
Pakistan,Total (Sex),15-64 (Age),Labour Force Survey,Labour force survey,42665,43714,45008,46811,48010,50017,,52195,52915,53870,,,58037
Pakistan,Total (Sex),15+ (Age),Labour Force Survey,Labour force survey,44139,45126,46409,48211,49391,51382,,53673,54341,55278,,,59794
Pakistan,Total (Sex),25+ (Age),Labour Force Survey,Labour force survey,30941,32045,33136,34486,35412,37271,,39081,39922,41086,,,45070
Pakistan,Male (Sex),15-24 (Age),Labour Force Survey,Labour force survey,10603,10442,10526,10747,10922,10826,,11253,10859,10682,,,11367
Pakistan,Male (Sex),15-64 (Age),Labour Force Survey,Labour force survey,34503,35183,36048,37094,37685,38949,,40673,40764,41528,,,45464
Pakistan,Male (Sex),15+ (Age),Labour Force Survey,Labour force survey,35822,36435,37290,38331,38915,40152,,41956,42019,42772,,,46992
Pakistan,Male (Sex),25+ (Age),Labour Force Survey,Labour force survey,25219,25993,26763,27584,27994,29326,,30704,31160,32090,,,35625
Pakistan,Female (Sex),15-24 (Age),Labour Force Survey,Labour force survey,2595,2639,2746,2978,3057,3285,,3339,3559,3510,,,3357
Pakistan,Female (Sex),15-64 (Age),Labour Force Survey,Labour force survey,8162,8531,8959,9716,10324,11068,,11522,12152,12343,,,12573
Pakistan,Female (Sex),15+ (Age),Labour Force Survey,Labour force survey,8317,8691,9119,9880,10476,11230,,11716,12321,12506,,,12802
Pakistan,Female (Sex),25+ (Age),Labour Force Survey,Labour force survey,5722,6052,6373,6902,7419,7944,,8377,8762,8996,,,9445
Palau,Total (Sex),15+ (Age),Household income/expenditure survey,Household income/expenditure survey,9,,,,,,,,,,,,
Palau,Total (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,1,,,,
Palau,Total (Sex),15-64 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,9,,,,
Palau,Total (Sex),15+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,9,,,,
Palau,Total (Sex),25+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,8,,,,
Palau,Male (Sex),15+ (Age),Household income/expenditure survey,Household income/expenditure survey,5,,,,,,,,,,,,
Palau,Male (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,0,,,,
Palau,Male (Sex),15-64 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,5,,,,
Palau,Male (Sex),15+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,5,,,,
Palau,Male (Sex),25+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,5,,,,
Palau,Female (Sex),15+ (Age),Household income/expenditure survey,Household income/expenditure survey,4,,,,,,,,,,,,
Palau,Female (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,0,,,,
